"subject"	"activity"	"Id"	"feature"	"mean"
9	"WALKING_UPSTAIRS"	2	"fBodyAcc-meanFreq()-Z"	-0.215203992816327
10	"LAYING"	6	"fBodyAcc-meanFreq()-Z"	0.317328874567241
10	"SITTING"	4	"fBodyAcc-meanFreq()-Z"	0.23364402002912
10	"STANDING"	5	"fBodyAcc-meanFreq()-Z"	0.0776098480747727
10	"WALKING"	1	"fBodyAcc-meanFreq()-Z"	0.25896796635283
10	"WALKING_DOWNSTAIRS"	3	"fBodyAcc-meanFreq()-Z"	0.257067314407895
10	"WALKING_UPSTAIRS"	2	"fBodyAcc-meanFreq()-Z"	-0.289969419042553
11	"LAYING"	6	"fBodyAcc-meanFreq()-Z"	0.22603584097193
11	"SITTING"	4	"fBodyAcc-meanFreq()-Z"	0.243469786396226
11	"STANDING"	5	"fBodyAcc-meanFreq()-Z"	0.292390245638298
11	"WALKING"	1	"fBodyAcc-meanFreq()-Z"	0.0404557559132203
11	"WALKING_DOWNSTAIRS"	3	"fBodyAcc-meanFreq()-Z"	0.00531445170652174
11	"WALKING_UPSTAIRS"	2	"fBodyAcc-meanFreq()-Z"	-0.486549897222222
12	"LAYING"	6	"fBodyAcc-meanFreq()-Z"	0.171474000866667
12	"SITTING"	4	"fBodyAcc-meanFreq()-Z"	-0.0226159354313725
12	"STANDING"	5	"fBodyAcc-meanFreq()-Z"	0.0798244568180328
12	"WALKING"	1	"fBodyAcc-meanFreq()-Z"	0.17080294938
12	"WALKING_DOWNSTAIRS"	3	"fBodyAcc-meanFreq()-Z"	0.234833312645652
12	"WALKING_UPSTAIRS"	2	"fBodyAcc-meanFreq()-Z"	-0.217216987155769
13	"LAYING"	6	"fBodyAcc-meanFreq()-Z"	0.0764724259225806
13	"SITTING"	4	"fBodyAcc-meanFreq()-Z"	0.154652093530612
13	"STANDING"	5	"fBodyAcc-meanFreq()-Z"	0.087427326231579
13	"WALKING"	1	"fBodyAcc-meanFreq()-Z"	0.152160966852632
13	"WALKING_DOWNSTAIRS"	3	"fBodyAcc-meanFreq()-Z"	0.120050767521277
13	"WALKING_UPSTAIRS"	2	"fBodyAcc-meanFreq()-Z"	-0.285177288672727
14	"LAYING"	6	"fBodyAcc-meanFreq()-Z"	0.0313442249705882
14	"SITTING"	4	"fBodyAcc-meanFreq()-Z"	-0.0357959046777778
14	"STANDING"	5	"fBodyAcc-meanFreq()-Z"	0.00253022625
14	"WALKING"	1	"fBodyAcc-meanFreq()-Z"	-0.175528830052542
14	"WALKING_DOWNSTAIRS"	3	"fBodyAcc-meanFreq()-Z"	-0.0984339940222222
14	"WALKING_UPSTAIRS"	2	"fBodyAcc-meanFreq()-Z"	-0.367877189296296
15	"LAYING"	6	"fBodyAcc-meanFreq()-Z"	0.0627474804925
15	"SITTING"	4	"fBodyAcc-meanFreq()-Z"	0.151053127327119
15	"STANDING"	5	"fBodyAcc-meanFreq()-Z"	0.0993963491132075
15	"WALKING"	1	"fBodyAcc-meanFreq()-Z"	-0.00590768681611111
15	"WALKING_DOWNSTAIRS"	3	"fBodyAcc-meanFreq()-Z"	0.18074894412381
15	"WALKING_UPSTAIRS"	2	"fBodyAcc-meanFreq()-Z"	-0.250961613735417
16	"LAYING"	6	"fBodyAcc-meanFreq()-Z"	0.130679193077143
16	"SITTING"	4	"fBodyAcc-meanFreq()-Z"	0.131560420550725
16	"STANDING"	5	"fBodyAcc-meanFreq()-Z"	0.0525158714
16	"WALKING"	1	"fBodyAcc-meanFreq()-Z"	0.0309811083103922
16	"WALKING_DOWNSTAIRS"	3	"fBodyAcc-meanFreq()-Z"	0.0352940709170213
16	"WALKING_UPSTAIRS"	2	"fBodyAcc-meanFreq()-Z"	-0.301508248862745
17	"LAYING"	6	"fBodyAcc-meanFreq()-Z"	0.0834467170676056
17	"SITTING"	4	"fBodyAcc-meanFreq()-Z"	0.183913630364062
17	"STANDING"	5	"fBodyAcc-meanFreq()-Z"	0.107584733661538
17	"WALKING"	1	"fBodyAcc-meanFreq()-Z"	-0.0933328732232787
17	"WALKING_DOWNSTAIRS"	3	"fBodyAcc-meanFreq()-Z"	-0.113333185608696
17	"WALKING_UPSTAIRS"	2	"fBodyAcc-meanFreq()-Z"	-0.258321394134167
18	"LAYING"	6	"fBodyAcc-meanFreq()-Z"	0.324275538923077
18	"SITTING"	4	"fBodyAcc-meanFreq()-Z"	0.1714594817
18	"STANDING"	5	"fBodyAcc-meanFreq()-Z"	-0.017642153260274
18	"WALKING"	1	"fBodyAcc-meanFreq()-Z"	0.00488361554716071
18	"WALKING_DOWNSTAIRS"	3	"fBodyAcc-meanFreq()-Z"	-0.0976588500545455
18	"WALKING_UPSTAIRS"	2	"fBodyAcc-meanFreq()-Z"	-0.406885286189655
19	"LAYING"	6	"fBodyAcc-meanFreq()-Z"	0.293722260911807
19	"SITTING"	4	"fBodyAcc-meanFreq()-Z"	-0.00357815742876712
19	"STANDING"	5	"fBodyAcc-meanFreq()-Z"	0.0261012090616438
19	"WALKING"	1	"fBodyAcc-meanFreq()-Z"	0.351860011634615
19	"WALKING_DOWNSTAIRS"	3	"fBodyAcc-meanFreq()-Z"	0.293956386538462
19	"WALKING_UPSTAIRS"	2	"fBodyAcc-meanFreq()-Z"	0.0488512923725
20	"LAYING"	6	"fBodyAcc-meanFreq()-Z"	0.276898539791176
20	"SITTING"	4	"fBodyAcc-meanFreq()-Z"	0.00873886492424242
20	"STANDING"	5	"fBodyAcc-meanFreq()-Z"	-0.0103801728945205
20	"WALKING"	1	"fBodyAcc-meanFreq()-Z"	0.239414630235294
20	"WALKING_DOWNSTAIRS"	3	"fBodyAcc-meanFreq()-Z"	0.0511864886377778
20	"WALKING_UPSTAIRS"	2	"fBodyAcc-meanFreq()-Z"	-0.109083616015431
21	"LAYING"	6	"fBodyAcc-meanFreq()-Z"	0.0249888787754444
21	"SITTING"	4	"fBodyAcc-meanFreq()-Z"	0.127984474170588
21	"STANDING"	5	"fBodyAcc-meanFreq()-Z"	0.0292119055213483
21	"WALKING"	1	"fBodyAcc-meanFreq()-Z"	0.0951469189174423
21	"WALKING_DOWNSTAIRS"	3	"fBodyAcc-meanFreq()-Z"	0.132318102757111
21	"WALKING_UPSTAIRS"	2	"fBodyAcc-meanFreq()-Z"	-0.136431040812766
22	"LAYING"	6	"fBodyAcc-meanFreq()-Z"	0.214869419902778
22	"SITTING"	4	"fBodyAcc-meanFreq()-Z"	-0.099919259516129
22	"STANDING"	5	"fBodyAcc-meanFreq()-Z"	-0.0427793764015873
22	"WALKING"	1	"fBodyAcc-meanFreq()-Z"	0.306473449913043
22	"WALKING_DOWNSTAIRS"	3	"fBodyAcc-meanFreq()-Z"	0.183154050991667
22	"WALKING_UPSTAIRS"	2	"fBodyAcc-meanFreq()-Z"	-0.0330889778857143
23	"LAYING"	6	"fBodyAcc-meanFreq()-Z"	0.298416658291667
23	"SITTING"	4	"fBodyAcc-meanFreq()-Z"	0.0837341059411765
23	"STANDING"	5	"fBodyAcc-meanFreq()-Z"	-0.00225195262220588
23	"WALKING"	1	"fBodyAcc-meanFreq()-Z"	0.121798905935593
23	"WALKING_DOWNSTAIRS"	3	"fBodyAcc-meanFreq()-Z"	0.178520969805556
23	"WALKING_UPSTAIRS"	2	"fBodyAcc-meanFreq()-Z"	-0.20350714824902
24	"LAYING"	6	"fBodyAcc-meanFreq()-Z"	0.242669191758333
24	"SITTING"	4	"fBodyAcc-meanFreq()-Z"	0.0972629587797059
24	"STANDING"	5	"fBodyAcc-meanFreq()-Z"	0.00146072794202899
24	"WALKING"	1	"fBodyAcc-meanFreq()-Z"	0.0275268023637931
24	"WALKING_DOWNSTAIRS"	3	"fBodyAcc-meanFreq()-Z"	0.201299074453455
24	"WALKING_UPSTAIRS"	2	"fBodyAcc-meanFreq()-Z"	-0.0999242115191525
25	"LAYING"	6	"fBodyAcc-meanFreq()-Z"	-0.0315562255205479
25	"SITTING"	4	"fBodyAcc-meanFreq()-Z"	0.108178546465692
25	"STANDING"	5	"fBodyAcc-meanFreq()-Z"	0.195387683037973
25	"WALKING"	1	"fBodyAcc-meanFreq()-Z"	-0.144487390175676
25	"WALKING_DOWNSTAIRS"	3	"fBodyAcc-meanFreq()-Z"	-0.152008268862069
25	"WALKING_UPSTAIRS"	2	"fBodyAcc-meanFreq()-Z"	-0.463511984138462
26	"LAYING"	6	"fBodyAcc-meanFreq()-Z"	0.374613940986842
26	"SITTING"	4	"fBodyAcc-meanFreq()-Z"	0.0745313733174231
26	"STANDING"	5	"fBodyAcc-meanFreq()-Z"	0.145511756677027
26	"WALKING"	1	"fBodyAcc-meanFreq()-Z"	0.240364343627119
26	"WALKING_DOWNSTAIRS"	3	"fBodyAcc-meanFreq()-Z"	0.1399744981
26	"WALKING_UPSTAIRS"	2	"fBodyAcc-meanFreq()-Z"	-0.189088586758182
27	"LAYING"	6	"fBodyAcc-meanFreq()-Z"	0.360078542418919
27	"SITTING"	4	"fBodyAcc-meanFreq()-Z"	0.121635059074286
27	"STANDING"	5	"fBodyAcc-meanFreq()-Z"	0.09125639792625
27	"WALKING"	1	"fBodyAcc-meanFreq()-Z"	0.248446349
27	"WALKING_DOWNSTAIRS"	3	"fBodyAcc-meanFreq()-Z"	0.154663327609091
27	"WALKING_UPSTAIRS"	2	"fBodyAcc-meanFreq()-Z"	-0.261550401
28	"LAYING"	6	"fBodyAcc-meanFreq()-Z"	0.23330851938875
28	"SITTING"	4	"fBodyAcc-meanFreq()-Z"	-0.00273826957083333
28	"STANDING"	5	"fBodyAcc-meanFreq()-Z"	-0.126325359674684
28	"WALKING"	1	"fBodyAcc-meanFreq()-Z"	-0.0130058804962963
28	"WALKING_DOWNSTAIRS"	3	"fBodyAcc-meanFreq()-Z"	0.202030312067391
28	"WALKING_UPSTAIRS"	2	"fBodyAcc-meanFreq()-Z"	-0.192657392490196
29	"LAYING"	6	"fBodyAcc-meanFreq()-Z"	0.334787399391304
29	"SITTING"	4	"fBodyAcc-meanFreq()-Z"	0.210335313366667
29	"STANDING"	5	"fBodyAcc-meanFreq()-Z"	0.174524531548
29	"WALKING"	1	"fBodyAcc-meanFreq()-Z"	0.120197007067925
29	"WALKING_DOWNSTAIRS"	3	"fBodyAcc-meanFreq()-Z"	0.045375675810625
29	"WALKING_UPSTAIRS"	2	"fBodyAcc-meanFreq()-Z"	-0.512761405673469
30	"LAYING"	6	"fBodyAcc-meanFreq()-Z"	0.230269753914286
30	"SITTING"	4	"fBodyAcc-meanFreq()-Z"	0.0927750236451613
30	"STANDING"	5	"fBodyAcc-meanFreq()-Z"	-0.0288534478820339
30	"WALKING"	1	"fBodyAcc-meanFreq()-Z"	-0.0837532847692308
30	"WALKING_DOWNSTAIRS"	3	"fBodyAcc-meanFreq()-Z"	0.0428809889629032
30	"WALKING_UPSTAIRS"	2	"fBodyAcc-meanFreq()-Z"	-0.512248393061538
1	"LAYING"	6	"fBodyAccJerk-mean()-X"	-0.9570738838
1	"SITTING"	4	"fBodyAccJerk-mean()-X"	-0.986597022553191
1	"STANDING"	5	"fBodyAccJerk-mean()-X"	-0.994630797358491
1	"WALKING"	1	"fBodyAccJerk-mean()-X"	-0.170546964549579
1	"WALKING_DOWNSTAIRS"	3	"fBodyAccJerk-mean()-X"	-0.0276638676122449
1	"WALKING_UPSTAIRS"	2	"fBodyAccJerk-mean()-X"	-0.479875245660377
2	"LAYING"	6	"fBodyAccJerk-mean()-X"	-0.985813630833333
2	"SITTING"	4	"fBodyAccJerk-mean()-X"	-0.987848793695652
2	"STANDING"	5	"fBodyAccJerk-mean()-X"	-0.980973241666667
2	"WALKING"	1	"fBodyAccJerk-mean()-X"	-0.304615322881356
2	"WALKING_DOWNSTAIRS"	3	"fBodyAccJerk-mean()-X"	0.138120681087234
2	"WALKING_UPSTAIRS"	2	"fBodyAccJerk-mean()-X"	-0.258639439729167
3	"LAYING"	6	"fBodyAccJerk-mean()-X"	-0.980513202258064
3	"SITTING"	4	"fBodyAccJerk-mean()-X"	-0.974950363461538
3	"STANDING"	5	"fBodyAccJerk-mean()-X"	-0.957666856721311
3	"WALKING"	1	"fBodyAccJerk-mean()-X"	-0.304694442551724
3	"WALKING_DOWNSTAIRS"	3	"fBodyAccJerk-mean()-X"	-0.0906707125102041
3	"WALKING_UPSTAIRS"	2	"fBodyAccJerk-mean()-X"	-0.478434306271186
4	"LAYING"	6	"fBodyAccJerk-mean()-X"	-0.978542457407407
4	"SITTING"	4	"fBodyAccJerk-mean()-X"	-0.9768457126
4	"STANDING"	5	"fBodyAccJerk-mean()-X"	-0.972310894285714
4	"WALKING"	1	"fBodyAccJerk-mean()-X"	-0.358883413666667
4	"WALKING_DOWNSTAIRS"	3	"fBodyAccJerk-mean()-X"	-0.16163290774
4	"WALKING_UPSTAIRS"	2	"fBodyAccJerk-mean()-X"	-0.418304647307692
5	"LAYING"	6	"fBodyAccJerk-mean()-X"	-0.982689657115385
5	"SITTING"	4	"fBodyAccJerk-mean()-X"	-0.976024951136364
5	"STANDING"	5	"fBodyAccJerk-mean()-X"	-0.963059235178571
5	"WALKING"	1	"fBodyAccJerk-mean()-X"	-0.344954806428571
5	"WALKING_DOWNSTAIRS"	3	"fBodyAccJerk-mean()-X"	-0.0368012151170213
5	"WALKING_UPSTAIRS"	2	"fBodyAccJerk-mean()-X"	-0.289725470425532
6	"LAYING"	6	"fBodyAccJerk-mean()-X"	-0.967072436842105
6	"SITTING"	4	"fBodyAccJerk-mean()-X"	-0.971037479818182
6	"STANDING"	5	"fBodyAccJerk-mean()-X"	-0.97348053877193
6	"WALKING"	1	"fBodyAccJerk-mean()-X"	-0.150942917824561
6	"WALKING_DOWNSTAIRS"	3	"fBodyAccJerk-mean()-X"	0.136554991314583
6	"WALKING_UPSTAIRS"	2	"fBodyAccJerk-mean()-X"	-0.244812769960784
7	"LAYING"	6	"fBodyAccJerk-mean()-X"	-0.980393046923077
7	"SITTING"	4	"fBodyAccJerk-mean()-X"	-0.982037243958333
7	"STANDING"	5	"fBodyAccJerk-mean()-X"	-0.976323086226415
7	"WALKING"	1	"fBodyAccJerk-mean()-X"	-0.383715797719298
7	"WALKING_DOWNSTAIRS"	3	"fBodyAccJerk-mean()-X"	-0.0305226686191489
7	"WALKING_UPSTAIRS"	2	"fBodyAccJerk-mean()-X"	-0.454647881960784
8	"LAYING"	6	"fBodyAccJerk-mean()-X"	-0.973110596111111
8	"SITTING"	4	"fBodyAccJerk-mean()-X"	-0.984977270652174
8	"STANDING"	5	"fBodyAccJerk-mean()-X"	-0.989029238518519
8	"WALKING"	1	"fBodyAccJerk-mean()-X"	-0.311198711041667
8	"WALKING_DOWNSTAIRS"	3	"fBodyAccJerk-mean()-X"	0.214841402815789
8	"WALKING_UPSTAIRS"	2	"fBodyAccJerk-mean()-X"	-0.200277249165854
9	"LAYING"	6	"fBodyAccJerk-mean()-X"	-0.964304065
9	"SITTING"	4	"fBodyAccJerk-mean()-X"	-0.9655962396
9	"STANDING"	5	"fBodyAccJerk-mean()-X"	-0.971313768666667
9	"WALKING"	1	"fBodyAccJerk-mean()-X"	-0.314265401346154
9	"WALKING_DOWNSTAIRS"	3	"fBodyAccJerk-mean()-X"	-0.0645354342404762
9	"WALKING_UPSTAIRS"	2	"fBodyAccJerk-mean()-X"	-0.402044750408163
10	"LAYING"	6	"fBodyAccJerk-mean()-X"	-0.979014668793104
10	"SITTING"	4	"fBodyAccJerk-mean()-X"	-0.989365013888889
10	"STANDING"	5	"fBodyAccJerk-mean()-X"	-0.963565166136364
10	"WALKING"	1	"fBodyAccJerk-mean()-X"	-0.107941107467925
10	"WALKING_DOWNSTAIRS"	3	"fBodyAccJerk-mean()-X"	0.181419131002632
10	"WALKING_UPSTAIRS"	2	"fBodyAccJerk-mean()-X"	-0.20121432216383
11	"LAYING"	6	"fBodyAccJerk-mean()-X"	-0.984884874385965
11	"SITTING"	4	"fBodyAccJerk-mean()-X"	-0.980831750377358
11	"STANDING"	5	"fBodyAccJerk-mean()-X"	-0.992385450851064
11	"WALKING"	1	"fBodyAccJerk-mean()-X"	-0.453265268813559
11	"WALKING_DOWNSTAIRS"	3	"fBodyAccJerk-mean()-X"	-0.120463004665217
11	"WALKING_UPSTAIRS"	2	"fBodyAccJerk-mean()-X"	-0.495927371666667
12	"LAYING"	6	"fBodyAccJerk-mean()-X"	-0.968742758833333
12	"SITTING"	4	"fBodyAccJerk-mean()-X"	-0.977109887058824
12	"STANDING"	5	"fBodyAccJerk-mean()-X"	-0.971971634098361
12	"WALKING"	1	"fBodyAccJerk-mean()-X"	-0.08161979534
12	"WALKING_DOWNSTAIRS"	3	"fBodyAccJerk-mean()-X"	-0.00701472271717392
12	"WALKING_UPSTAIRS"	2	"fBodyAccJerk-mean()-X"	-0.385843754230769
13	"LAYING"	6	"fBodyAccJerk-mean()-X"	-0.985199684354839
13	"SITTING"	4	"fBodyAccJerk-mean()-X"	-0.992678212653061
13	"STANDING"	5	"fBodyAccJerk-mean()-X"	-0.988198276666667
13	"WALKING"	1	"fBodyAccJerk-mean()-X"	-0.290460801694737
13	"WALKING_DOWNSTAIRS"	3	"fBodyAccJerk-mean()-X"	-0.11485155627234
13	"WALKING_UPSTAIRS"	2	"fBodyAccJerk-mean()-X"	-0.506212135636364
14	"LAYING"	6	"fBodyAccJerk-mean()-X"	-0.972010709215686
14	"SITTING"	4	"fBodyAccJerk-mean()-X"	-0.981566649444444
14	"STANDING"	5	"fBodyAccJerk-mean()-X"	-0.97818164
14	"WALKING"	1	"fBodyAccJerk-mean()-X"	-0.472360616779661
14	"WALKING_DOWNSTAIRS"	3	"fBodyAccJerk-mean()-X"	-0.0337820458644444
14	"WALKING_UPSTAIRS"	2	"fBodyAccJerk-mean()-X"	-0.383497147037037
15	"LAYING"	6	"fBodyAccJerk-mean()-X"	-0.981329999027778
15	"SITTING"	4	"fBodyAccJerk-mean()-X"	-0.988106102033898
15	"STANDING"	5	"fBodyAccJerk-mean()-X"	-0.985353492641509
15	"WALKING"	1	"fBodyAccJerk-mean()-X"	-0.39082198537037
15	"WALKING_DOWNSTAIRS"	3	"fBodyAccJerk-mean()-X"	0.0619687485333333
15	"WALKING_UPSTAIRS"	2	"fBodyAccJerk-mean()-X"	-0.2370530733125
16	"LAYING"	6	"fBodyAccJerk-mean()-X"	-0.988580046285714
16	"SITTING"	4	"fBodyAccJerk-mean()-X"	-0.990964251304348
16	"STANDING"	5	"fBodyAccJerk-mean()-X"	-0.991038638974359
16	"WALKING"	1	"fBodyAccJerk-mean()-X"	-0.44140618254902
16	"WALKING_DOWNSTAIRS"	3	"fBodyAccJerk-mean()-X"	-0.155444882765957
16	"WALKING_UPSTAIRS"	2	"fBodyAccJerk-mean()-X"	-0.546088862941176
17	"LAYING"	6	"fBodyAccJerk-mean()-X"	-0.98147206915493
17	"SITTING"	4	"fBodyAccJerk-mean()-X"	-0.99454262109375
17	"STANDING"	5	"fBodyAccJerk-mean()-X"	-0.992129225769231
17	"WALKING"	1	"fBodyAccJerk-mean()-X"	-0.423446094590164
17	"WALKING_DOWNSTAIRS"	3	"fBodyAccJerk-mean()-X"	-0.215092049054348
17	"WALKING_UPSTAIRS"	2	"fBodyAccJerk-mean()-X"	-0.360272225833333
18	"LAYING"	6	"fBodyAccJerk-mean()-X"	-0.986404709384615
18	"SITTING"	4	"fBodyAccJerk-mean()-X"	-0.991924709824561
18	"STANDING"	5	"fBodyAccJerk-mean()-X"	-0.989544971232877
18	"WALKING"	1	"fBodyAccJerk-mean()-X"	-0.414797154464286
18	"WALKING_DOWNSTAIRS"	3	"fBodyAccJerk-mean()-X"	-0.412728286727273
18	"WALKING_UPSTAIRS"	2	"fBodyAccJerk-mean()-X"	-0.589410590172414
19	"LAYING"	6	"fBodyAccJerk-mean()-X"	-0.983478561807229
19	"SITTING"	4	"fBodyAccJerk-mean()-X"	-0.986775590136986
19	"STANDING"	5	"fBodyAccJerk-mean()-X"	-0.985039596164384
19	"WALKING"	1	"fBodyAccJerk-mean()-X"	0.0336380997853846
19	"WALKING_DOWNSTAIRS"	3	"fBodyAccJerk-mean()-X"	0.474317256051282
19	"WALKING_UPSTAIRS"	2	"fBodyAccJerk-mean()-X"	-0.2053226461925
20	"LAYING"	6	"fBodyAccJerk-mean()-X"	-0.983889985147059
20	"SITTING"	4	"fBodyAccJerk-mean()-X"	-0.982243603030303
20	"STANDING"	5	"fBodyAccJerk-mean()-X"	-0.959710489315069
20	"WALKING"	1	"fBodyAccJerk-mean()-X"	-0.138717234372549
20	"WALKING_DOWNSTAIRS"	3	"fBodyAccJerk-mean()-X"	-0.199360430553978
20	"WALKING_UPSTAIRS"	2	"fBodyAccJerk-mean()-X"	-0.256162264623529
21	"LAYING"	6	"fBodyAccJerk-mean()-X"	-0.984188841222222
21	"SITTING"	4	"fBodyAccJerk-mean()-X"	-0.989759187058823
21	"STANDING"	5	"fBodyAccJerk-mean()-X"	-0.976803010674157
21	"WALKING"	1	"fBodyAccJerk-mean()-X"	-0.200442011365385
21	"WALKING_DOWNSTAIRS"	3	"fBodyAccJerk-mean()-X"	-0.0377894711288889
21	"WALKING_UPSTAIRS"	2	"fBodyAccJerk-mean()-X"	-0.436839580425532
22	"LAYING"	6	"fBodyAccJerk-mean()-X"	-0.969570326944444
22	"SITTING"	4	"fBodyAccJerk-mean()-X"	-0.980944505967742
22	"STANDING"	5	"fBodyAccJerk-mean()-X"	-0.974969214761905
22	"WALKING"	1	"fBodyAccJerk-mean()-X"	-0.0367047077608696
22	"WALKING_DOWNSTAIRS"	3	"fBodyAccJerk-mean()-X"	0.0383364203555556
22	"WALKING_UPSTAIRS"	2	"fBodyAccJerk-mean()-X"	-0.0382449785166667
23	"LAYING"	6	"fBodyAccJerk-mean()-X"	-0.986204659166667
23	"SITTING"	4	"fBodyAccJerk-mean()-X"	-0.984550863529412
23	"STANDING"	5	"fBodyAccJerk-mean()-X"	-0.983283252058823
23	"WALKING"	1	"fBodyAccJerk-mean()-X"	-0.290410454881356
23	"WALKING_DOWNSTAIRS"	3	"fBodyAccJerk-mean()-X"	0.201542909494444
23	"WALKING_UPSTAIRS"	2	"fBodyAccJerk-mean()-X"	-0.365642513176471
24	"LAYING"	6	"fBodyAccJerk-mean()-X"	-0.985998546805556
24	"SITTING"	4	"fBodyAccJerk-mean()-X"	-0.988857403235294
24	"STANDING"	5	"fBodyAccJerk-mean()-X"	-0.98116164057971
24	"WALKING"	1	"fBodyAccJerk-mean()-X"	-0.509628168793103
24	"WALKING_DOWNSTAIRS"	3	"fBodyAccJerk-mean()-X"	-0.376175794909091
24	"WALKING_UPSTAIRS"	2	"fBodyAccJerk-mean()-X"	-0.515644617288136
25	"LAYING"	6	"fBodyAccJerk-mean()-X"	-0.972859085753425
25	"SITTING"	4	"fBodyAccJerk-mean()-X"	-0.992478846153846
25	"STANDING"	5	"fBodyAccJerk-mean()-X"	-0.988404654864865
25	"WALKING"	1	"fBodyAccJerk-mean()-X"	-0.625595376891892
25	"WALKING_DOWNSTAIRS"	3	"fBodyAccJerk-mean()-X"	-0.525789450689655
25	"WALKING_UPSTAIRS"	2	"fBodyAccJerk-mean()-X"	-0.668208156461538
26	"LAYING"	6	"fBodyAccJerk-mean()-X"	-0.989224043947368
26	"SITTING"	4	"fBodyAccJerk-mean()-X"	-0.992025427435897
26	"STANDING"	5	"fBodyAccJerk-mean()-X"	-0.990586982162162
26	"WALKING"	1	"fBodyAccJerk-mean()-X"	-0.36422676440678
26	"WALKING_DOWNSTAIRS"	3	"fBodyAccJerk-mean()-X"	-0.201368098258
26	"WALKING_UPSTAIRS"	2	"fBodyAccJerk-mean()-X"	-0.304540556345455
27	"LAYING"	6	"fBodyAccJerk-mean()-X"	-0.986679572567568
27	"SITTING"	4	"fBodyAccJerk-mean()-X"	-0.990839607428571
27	"STANDING"	5	"fBodyAccJerk-mean()-X"	-0.987771749375
27	"WALKING"	1	"fBodyAccJerk-mean()-X"	-0.345482736842105
27	"WALKING_DOWNSTAIRS"	3	"fBodyAccJerk-mean()-X"	-0.0437826262613636
27	"WALKING_UPSTAIRS"	2	"fBodyAccJerk-mean()-X"	-0.50311385627451
28	"LAYING"	6	"fBodyAccJerk-mean()-X"	-0.980013419
28	"SITTING"	4	"fBodyAccJerk-mean()-X"	-0.976891804583333
28	"STANDING"	5	"fBodyAccJerk-mean()-X"	-0.968513715189873
28	"WALKING"	1	"fBodyAccJerk-mean()-X"	-0.36260198037037
28	"WALKING_DOWNSTAIRS"	3	"fBodyAccJerk-mean()-X"	-0.0268676982326087
28	"WALKING_UPSTAIRS"	2	"fBodyAccJerk-mean()-X"	-0.318866730039216
29	"LAYING"	6	"fBodyAccJerk-mean()-X"	-0.992153982028986
29	"SITTING"	4	"fBodyAccJerk-mean()-X"	-0.993445760166667
29	"STANDING"	5	"fBodyAccJerk-mean()-X"	-0.993736906
29	"WALKING"	1	"fBodyAccJerk-mean()-X"	-0.210469887150943
29	"WALKING_DOWNSTAIRS"	3	"fBodyAccJerk-mean()-X"	-0.0382458213333333
29	"WALKING_UPSTAIRS"	2	"fBodyAccJerk-mean()-X"	-0.225067771046939
30	"LAYING"	6	"fBodyAccJerk-mean()-X"	-0.976887901571429
30	"SITTING"	4	"fBodyAccJerk-mean()-X"	-0.988775436451613
30	"STANDING"	5	"fBodyAccJerk-mean()-X"	-0.967857589322034
30	"WALKING"	1	"fBodyAccJerk-mean()-X"	-0.389595631107692
30	"WALKING_DOWNSTAIRS"	3	"fBodyAccJerk-mean()-X"	-0.234923146633871
30	"WALKING_UPSTAIRS"	2	"fBodyAccJerk-mean()-X"	-0.55067842
1	"LAYING"	6	"fBodyAccJerk-mean()-Y"	-0.9224626098
1	"SITTING"	4	"fBodyAccJerk-mean()-Y"	-0.981579467021277
1	"STANDING"	5	"fBodyAccJerk-mean()-Y"	-0.985418704528302
1	"WALKING"	1	"fBodyAccJerk-mean()-Y"	-0.0352255241130632
1	"WALKING_DOWNSTAIRS"	3	"fBodyAccJerk-mean()-Y"	-0.12866715764898
1	"WALKING_UPSTAIRS"	2	"fBodyAccJerk-mean()-Y"	-0.41344458754717
2	"LAYING"	6	"fBodyAccJerk-mean()-Y"	-0.982768250416667
2	"SITTING"	4	"fBodyAccJerk-mean()-Y"	-0.977139702826087
2	"STANDING"	5	"fBodyAccJerk-mean()-Y"	-0.970851337962963
2	"WALKING"	1	"fBodyAccJerk-mean()-Y"	-0.0787640836610169
2	"WALKING_DOWNSTAIRS"	3	"fBodyAccJerk-mean()-Y"	0.0962091607617021
2	"WALKING_UPSTAIRS"	2	"fBodyAccJerk-mean()-Y"	-0.1878421317125
3	"LAYING"	6	"fBodyAccJerk-mean()-Y"	-0.968752113709677
3	"SITTING"	4	"fBodyAccJerk-mean()-Y"	-0.954170151346154
3	"STANDING"	5	"fBodyAccJerk-mean()-Y"	-0.943497973606557
3	"WALKING"	1	"fBodyAccJerk-mean()-Y"	-0.140508590224138
3	"WALKING_DOWNSTAIRS"	3	"fBodyAccJerk-mean()-Y"	-0.135938542632653
3	"WALKING_UPSTAIRS"	2	"fBodyAccJerk-mean()-Y"	-0.283772547471017
4	"LAYING"	6	"fBodyAccJerk-mean()-Y"	-0.943969987222222
4	"SITTING"	4	"fBodyAccJerk-mean()-Y"	-0.9442983908
4	"STANDING"	5	"fBodyAccJerk-mean()-Y"	-0.937624242142857
4	"WALKING"	1	"fBodyAccJerk-mean()-Y"	-0.279553391533333
4	"WALKING_DOWNSTAIRS"	3	"fBodyAccJerk-mean()-Y"	-0.172941628735556
4	"WALKING_UPSTAIRS"	2	"fBodyAccJerk-mean()-Y"	-0.297805187243462
5	"LAYING"	6	"fBodyAccJerk-mean()-Y"	-0.965328566153846
